"n.sites","n.post.yrs","n.pre.yrs","psi_bh","c_H","c_S","phi_Hb","delta_s","delta_L","e_S","e_L","g_S","d_L"
835,4,3,0.920082214383059,0.961212573173037,0.77396279066992,0.635957167166029,0.289294558612397,0.268706615943124,0.376233945008018,0.00457637824460398,0.680500304053538,0.19686476050932
1000,7,10,0.0471307301112218,0.692065374284587,0.545123674715473,0.00633177743642591,0.399904065386346,0.0499821232769318,0.0940725968833081,0.655640504249721,0.294996317476104,0.29736305109337
802,6,5,0.251960084975162,0.636111299438751,0.350228831572621,0.626058339113859,0.347198988687922,0.223003057865518,0.52572334858519,0.0538110372736352,0.15914266280001,0.568459377624746
398,6,6,0.259474142571585,0.282015159187,0.749056299969088,0.371494303607522,0.881003425474977,0.722138859589751,0.635504454031587,0.2194654241235,0.89843484798565,0.804108781170286
825,10,6,0.0283788317922736,0.812066159468377,0.562437834869814,0.923606495452276,0.785607548383344,0.0344070133060291,0.77567166144473,0.900598717750912,0.73697552238775,0.109690553002269
699,5,2,0.468271158836433,0.495530088482588,0.405631941876491,0.119684457403817,0.49107383895868,0.24568584232109,0.0766510374607053,0.453701180061395,0.635050002074637,0.249702049900615
185,6,7,0.551958384696068,0.39376554251702,0.0866546746145003,0.92286182172338,0.203717168562952,0.161494614225824,0.641719278531941,0.644631807292323,0.153602376918937,0.21527946518925
806,7,3,0.85341362002017,0.732823657607823,0.229446948822774,0.0513524364533601,0.528873109622789,0.412272297816236,0.405673344189557,0.880300072460761,0.0906919691230636,0.0354938093116274
762,9,2,0.0037528024850646,0.0855402194463881,0.937215610767715,0.414780942998338,0.696959791088733,0.341374649653519,0.4994183548206,0.231390281656315,0.111962869286397,0.278751148519758
8,9,3,0.04980552469627,0.888050626535015,0.801587634626054,0.719526497478434,0.0968193907758221,0.0398653333438975,0.711208587887511,0.874980461850087,0.708291141465004,0.196342161630816
71,5,1,0.192688597285282,0.403189249218884,0.655093635599804,0.407356102799438,0.10841796798259,0.0845427478554151,0.502557279050583,0.345621443244163,0.641286715638149,0.608513688051049
351,5,9,0.796913408872625,0.840285964634595,0.105450629581069,0.837113874212001,0.841117179506528,0.318246524295143,0.987886292729457,0.0157131119656842,0.699271240244829,0.437201619544509
807,7,8,0.204091329223919,0.983915267187869,0.379229730107146,0.33407594156214,0.339466430149111,0.0974434396310685,0.371450853439188,0.489882200377435,0.817982241420005,0.52865371851977
619,3,10,0.589229366871272,0.321890189992334,0.676446905779489,0.401806442174711,0.309005882694945,0.0017172895321477,0.63002639287489,0.361644568585511,0.421094343646942,0.704609335146193
965,8,5,0.454991595747066,0.189470950849843,0.0463121362097329,0.462766646464146,0.098669142122753,0.00857362117680819,0.40777529858714,0.676020769018773,0.681261020044354,0.715807823185949
326,4,1,0.958604726426513,0.0170411704855971,0.443491073453776,0.141269126700005,0.365707220911328,0.0362840892329588,0.0656553681208054,0.646261383382767,0.51731935451508,0.924564598930581
8,3,9,0.78733480234514,0.839811492627626,0.958222985384753,0.637358784139901,0.397763560057827,0.0129259318463931,0.109550474876887,0.418284651375515,0.507756299914001,0.0362311580244917
708,9,6,0.722246367718675,0.292905254946766,0.101157031305088,0.29076083067006,0.78348171761774,0.101722175376017,0.30253560375534,0.683982734113396,0.528673357076081,0.970404474498797
139,3,8,0.371353895113734,0.13371426905368,0.996851365720946,0.862374462613626,0.062662560999603,0.0304209053922443,0.220638491196302,0.737998580161529,0.909569214400882,0.256173707675352
668,3,3,0.434414495252701,0.228617640976049,0.757117223034543,0.757775725243799,0.879705038485513,0.17133429598993,0.216611613901379,0.523679925780441,0.79103827174902,0.136430358084664
522,9,9,0.247250576428324,0.866452974428213,0.427093476789515,0.411115122671775,0.498683863717434,0.37623077903107,0.554659305208339,0.277308823478362,0.772160486211372,0.434077991907089
888,1,5,0.882093981731683,0.0952831063442165,0.741964380567614,0.0143376480583334,0.784156574276043,0.387794482561251,0.393593135699793,0.584430434396956,0.0129398531401064,0.10770516074372
228,8,9,0.287803463460924,0.424303524270048,0.609588829203975,0.393811017859378,0.68202031088057,0.466727446179837,0.784641448699753,0.672820905763283,0.789228787176474,0.143896269693295
362,4,3,0.947364131659013,0.362902934006765,0.900247262517526,0.91504647970919,0.224260978075606,0.0681132956542686,0.512455317975697,0.307750152520742,0.819313834840641,0.316022574235988
734,2,3,0.0162979826364899,0.790548048504721,0.242354282499244,0.793145443115546,0.33489226608004,0.317211951902021,0.863749092744896,0.025938813121384,0.98519500737763,0.686852108798572
940,1,9,0.981155938590318,0.825117129351827,0.849331579799182,0.705868630498089,0.446715686391969,0.375795077078493,0.0614882808478316,0.689386189523758,0.752974252320244,0.955690275297989
305,6,1,0.30047577054943,0.396887107266602,0.13383031505309,0.197798169675772,0.147975138892769,0.00413707255057667,0.889285669323476,0.922095761459111,0.0135442272397224,0.523931826923904
89,7,6,0.36363655025824,0.0861510445672786,0.699041525687091,0.658572404922685,0.67920272059876,0.288104033199789,0.796084648370743,0.0608770831539761,0.985652131341375,0.303854165488505
913,5,1,0.327254741024016,0.669440047763218,0.940718450017576,0.42258132578712,0.463162507980154,0.309767861427008,0.900049339637463,0.0562742157142842,0.380069181497092,0.77434654714209
959,9,2,0.696141447066725,0.902666602774546,0.220016368817608,0.316266350984666,0.528152494850731,0.367836925364843,0.644700468964619,0.604118214810477,0.0394633972269483,0.79508416110815
84,8,4,0.637771273190132,0.482006767092273,0.0396625197540037,0.239141356432834,0.00075120080949273,0.00046632803293911,0.922545715789869,0.365312656488339,0.552194910245971,0.265612893637549
843,8,2,0.307099643327459,0.8075543452085,0.55212479134351,0.515005195559165,0.620115174727235,0.207592284747982,0.843858063580655,0.406683795799781,0.452740440567443,0.801107113564503
701,9,5,0.465630781297176,0.623086805068725,0.238736634406075,0.116467299320106,0.990502696449379,0.269903404455043,0.797869335142034,0.349436245285976,0.13076022958539,0.0230047546902439
648,1,8,0.69453407702432,0.731074315783079,0.360903627078095,0.878499556053802,0.393669505064585,0.14356449013011,0.394814618226583,0.986448817628762,0.367454013974895,0.373694580448326
25,5,2,0.196952221772703,0.0104687453717226,0.331994325934304,0.664242943729111,0.669018107913132,0.433054206028628,0.630404580920283,0.774879869620921,0.119212569989264,0.0448592839969555
891,7,3,0.213321046286169,0.7896127309795,0.25574419246437,0.475273052720353,0.716097029344435,0.347463593120465,0.812910486086202,0.886591749371612,0.420381407369534,0.653667842348106
459,7,4,0.565384747379879,0.352471329380223,0.741200760377687,0.803840342986374,0.00447689708629623,0.00101620015426682,0.176681483710767,0.126942629650561,0.727759832254448,0.288339702290692
501,6,5,0.195377598895878,0.0380685428117868,0.659302187513793,0.34601168414983,0.482436274328991,0.409904731677877,0.00649322006937582,0.513785029772483,0.293408704958227,0.759741294812039
338,5,8,0.840937338463543,0.372264954070002,0.538474964653491,0.835304241811647,0.992339703462878,0.552030765551962,0.373009694471792,0.980128002089122,0.631083244906086,0.561365501898108
118,4,8,0.715355004400341,0.434129995905654,0.72422448661048,0.286489095802815,0.527275510683213,0.359814081130418,0.288354927379312,0.50491328826379,0.741125485166931,0.854837509875023
512,6,3,0.709206784041948,0.390984726452059,0.320823391057458,0.939345502464357,0.979421844426589,0.31096899500134,0.404692766854842,0.273027467967058,0.596474703781493,0.727344244346907
740,4,2,0.475386276039784,0.785306610336713,0.967869618706196,0.0299234460244188,0.481505301727983,0.28361266258678,0.366087569696875,0.342460756034055,0.0797488834043266,0.418650938506145
130,2,1,0.687170097937738,0.984079756075027,0.405532957860595,0.516531482771132,0.336685588848288,0.0584840126946984,0.543152545726136,0.19098315248359,0.201267673775414,0.337724333196506
501,4,3,0.849915693801013,0.38629606685224,0.641764684579312,0.491670185721386,0.518168618081138,0.391551798802867,0.0818277172133094,0.975479235045449,0.15356320635837,0.0800466323302127
645,5,8,0.55521526647571,0.238084694513679,0.274818302431959,0.243255096937856,0.714025811168039,0.281570781872281,0.450799981081486,0.703147095771995,0.505330434715818,0.228035846646107
168,6,10,0.675017309507821,0.583512531137862,0.673893243280123,0.229172025939613,0.423168948078481,0.410916622145896,0.468639268522617,0.182315719059948,0.224458382656844,0.400525714023481
413,8,8,0.0218792391726514,0.213773844430991,0.943590048056119,0.00768369755877648,0.218265913759544,0.146920694462418,0.438534905052814,0.836443906138884,0.362284388296795,0.838068435334601
309,6,2,0.251008193114633,0.644055408351077,0.313069982130383,0.607012162877223,0.504449963949597,0.168510281868812,0.744423897945369,0.813260210675001,0.866776536699571,0.565388673703722
814,1,10,0.415388993036561,0.059376851930446,0.439047450688831,0.364523832041863,0.461177117895172,0.335465593296164,0.0310149102058494,0.0490770928045735,0.598591959288414,0.480053486371599
417,7,5,0.893204297117144,0.00575009882699233,0.551381139038806,0.0805118599109817,0.715434224466281,0.578351872034575,0.0361243174439529,0.317124879366532,0.568192455851217,0.629225428198604
988,9,6,0.626695754729817,0.520227473301254,0.855967690016655,0.994696901902673,0.229660020409594,0.0858554292219614,0.62140862615644,0.136300670881197,0.369396852460201,0.665632675359421
971,4,7,0.880271648169984,0.356883560652588,0.574271130727418,0.700779573466745,0.179382962134387,0.13763348605819,0.749518863579817,0.501167238457338,0.897404759103642,0.289330531334621
504,7,6,0.266902892029472,0.77391316251806,0.309805858228449,0.0984531760129845,0.706664794059168,0.266854022241092,0.726314885632181,0.0670773166840198,0.312257997208578,0.70571083080133
505,9,3,0.504652607093216,0.850196559496596,0.532442656373256,0.788596791545092,0.0668081173755461,0.0371803323020196,0.848474635036895,0.315543586350838,0.718002394780866,0.499893710380979
415,8,3,0.596656051541725,0.677836862715427,0.0261098399740877,0.81540695241834,0.975213967805309,0.825815841205189,0.860147313801618,0.42539629287445,0.486973285689927,0.364304232412833
286,10,3,0.49235761872963,0.357388226984325,0.624062192240241,0.723029501669272,0.95509735884422,0.651293506701545,0.939338533589919,0.57037428264115,0.0236482932411833,0.414815542259742
113,6,5,0.359730452765734,0.406611704286281,0.812816541686119,0.704604511804949,0.45203128374801,0.393947797504198,0.957165264123236,0.5006780632857,0.503645477682282,0.915260657585738
82,7,7,0.964897652385686,0.458531205987651,0.543146407637396,0.369657504743105,0.333682570693875,0.0584726090494685,0.908867860072129,0.58626662335149,0.0536261850050883,0.775933877898101
470,3,2,0.961084724553418,0.177311509618512,0.771452696125791,0.55824969324863,0.305289182337909,0.138662364536329,0.863369966918835,0.78866839569686,0.170727095678379,0.994469214080833
951,3,4,0.821399774887133,0.697975817188364,0.0324125053559896,0.977327189893089,0.804924236925109,0.711968646163691,0.666779046647111,0.865348274482414,0.118840273491247,0.211138390817703
214,3,5,0.822988876008941,0.998948278929037,0.699643154664431,0.950070962657267,0.298548230792559,0.244365061251418,0.101528110128222,0.0467870509163477,0.564799395609321,0.549222548196698
113,6,5,0.703068869333947,0.0846314062452875,0.341926219753083,0.265297013465827,0.145624100866914,0.0420227620004048,0.510133143049758,0.121369075510255,0.45708869225122,0.0321769246601034
120,6,8,0.0575013114184141,0.691273103449424,0.989582887675031,0.702689788813633,0.39411898926564,0.0851507472140748,0.956319951599184,0.875732698078011,0.475236061222013,0.572403476022021
786,7,9,0.367146683344268,0.42210195869517,0.814808561827079,0.692001525558066,0.615319355725846,0.532945361906845,0.316376822737162,0.985851236418798,0.657151016795682,0.496186825078982
603,2,8,0.039295616402966,0.545776188463462,0.209737812979543,0.670697422164958,0.23299438835131,0.172731162006272,0.461825537249353,0.940025648648688,0.0495412162019871,0.0558143648586702
858,9,9,0.448399062458682,0.730246313866414,0.533873325968557,0.538676793514239,0.224189884146024,0.0639165688815031,0.567915148660378,0.392682213712111,0.121789833609271,0.852615971196303
28,3,7,0.431689115572837,0.744717798476317,0.562171702537523,0.672286630857317,0.907268255662499,0.413392988347937,0.649248651203886,0.347401621218584,0.91027678187876,0.644144361049053
388,2,8,0.286411862350116,0.732750621977495,0.257866994835576,0.108025303834607,0.559470691606146,0.549464660794469,0.375318494556798,0.437349546978041,0.571782845844864,0.413818509960314
987,10,6,0.807312015845068,0.679339992085448,0.852769401047239,0.675497731306823,0.0104823121441994,0.00903391315434834,0.645245492080646,0.878632782710274,0.210561131161218,0.0884715939862188
966,1,7,0.471962040301505,0.585585143022565,0.978816018214705,0.462640690668393,0.0905022958248155,0.0382554516463512,0.207466179506411,0.475998739365884,0.550629553469084,0.715112188160815
438,8,9,0.169630895402841,0.968094909837982,0.0917765882716049,0.551048019146617,0.320718531006295,0.228537462595358,0.984248372100433,0.550034658683254,0.678435706299567,0.13778658269241
272,2,4,0.00736725348827895,0.398486630645092,0.986145821643947,0.175564446457289,0.529996566095692,0.499243618721257,0.627435859717522,0.137004560348019,0.232649416326056,0.514235669834237
370,9,9,0.0760473536652047,0.517879962286004,0.733770964050596,0.85236434813044,0.124848396791448,0.0652808253947831,0.350603963043611,0.406056744989776,0.106162190842978,0.0871535650094971
552,2,8,0.38672024842652,0.603290962424315,0.601257898575137,0.0327005589802284,0.500881055922597,0.0894961459830207,0.251941538387281,0.0974718991475878,0.448030950282793,0.88169119851687
447,4,8,0.847019484416908,0.281641740589263,0.428391376524675,0.465100606024847,0.00253088314724155,0.00164469154963751,0.862380878884136,0.173011908229836,0.88262539544194,0.88010093800493
782,4,8,0.886238413245115,0.857189779031253,0.979971906094579,0.694355323521816,0.816010643463908,0.178133385409339,0.970437535861786,0.702594960514735,0.726665189062362,0.827349494118127
200,6,1,0.581717928935378,0.517415498489351,0.625750866492908,0.54742348168334,0.767394523065514,0.577317980745771,0.796973827902181,0.351057275795448,0.620251182107301,0.282850812471355
860,1,6,0.468381154129491,0.863470537718944,0.253505764661543,0.217209474199871,0.169814510202594,0.0485757595716298,0.343791987562575,0.111792374574183,0.839767243150203,0.237502375703841
413,3,2,0.627439431126323,0.565422300130781,0.365897693560831,0.2948735302452,0.972893667479674,0.249097771385702,0.536502353784721,0.723512034205254,0.298166673156014,0.612800709357439
830,6,1,0.369770713904942,0.538293362400611,0.736836293867696,0.520309021203639,0.334086405756068,0.18460222294132,0.801922158590215,0.36774125882925,0.0643186408080161,0.326326571541978
499,7,8,0.21140129342482,0.851767906945851,0.504399829018395,0.243658891231799,0.750876230101031,0.684432730643183,0.79469003497127,0.960514942663955,0.534365158582618,0.399296164153214
570,8,6,0.270405326166633,0.56732054917065,0.39394486928226,0.87512354916865,0.262067224491527,0.161154529024941,0.565640283726738,0.221781709635328,0.862869323493075,0.0336301471816143
915,5,8,0.186087170870183,0.39110724243091,0.239933701315941,0.803215172835323,0.255967029361078,0.107389759641757,0.558866542640235,0.639425172820594,0.439899184227618,0.834500779135572
304,6,3,0.7850674872434,0.705790754643036,0.775886051817262,0.176431427553901,0.0253180773807224,0.012863749586042,0.553447987871943,0.166908001360158,0.304010399903473,0.897809818410058
300,7,7,0.0434732760533458,0.568906236160453,0.0958646072797943,0.799951705702255,0.42682640829836,0.102100107097104,0.988126387912338,0.246916924594878,0.519671978715132,0.899664527677745
719,2,5,0.327444300879817,0.962002651993325,0.545959028604114,0.410503284603613,0.336821167364367,0.160993634149474,0.209387069467851,0.047790283638332,0.0941587788386503,7.41018298780546e-05
289,9,1,0.455157830624003,0.605421579368249,0.128016057816148,0.966099272731319,0.470648345992318,0.109688235940522,0.766822702901578,0.923425404651486,0.0559759236599784,0.309551981924847
504,1,2,0.589517775003635,0.0353435914981179,0.0908010094886413,0.145385179721238,0.570098015685962,0.464120490656412,0.882315121787903,0.299729175405065,0.298279364330415,0.437650922512496
771,8,2,0.362777800790593,0.590121515340847,0.0341354273573495,0.299699467684375,0.914950301700365,0.0188067116869291,0.905506242478569,0.373827206661575,0.970072316076187,0.225276410095883
87,3,5,0.0439314492961857,0.434349847280071,0.0143855222974205,0.136039547850611,0.0239034365662839,0.018793320500735,0.670601796602528,0.227060991423437,0.128487200571573,0.529623511754046
624,1,4,0.977213588725473,0.134099442953384,0.430694613881689,0.837326524440059,0.934169445595541,0.232527723863045,0.25452829358615,0.103052881643642,0.523444860169501,0.74111073859632
150,7,7,0.344853707523947,0.476774492675764,0.179023041668325,0.482634002346313,0.79347559656261,0.519714407209746,0.203483242526976,0.106165366881411,0.391972027015826,0.302039961728849
212,5,5,0.850850088204304,0.250841337763052,0.435276364164427,0.425457691925834,0.729348299152148,0.56011722169228,0.552977626547427,0.89127035702134,0.673863121263892,0.491772385363863
706,6,8,0.167448447062843,0.409087019394943,0.00997868081093766,0.908837285014777,0.466599481137283,0.114308780640934,0.78043679045497,0.828764433752,0.98818054706587,0.590924085705751
676,8,4,0.0624089496508241,0.913444106886536,0.936549444453022,0.429833461909252,0.42005416368444,0.166837158025423,0.0819531437473139,0.584600321780215,0.072022250046907,0.921733036505594
432,4,7,0.0173180223996751,0.704563491056068,0.988820855987631,0.347834685810516,0.0376596727078548,0.0173514810967478,0.166784939745627,0.432531095141149,0.451179607934016,0.419481180921406
959,6,8,0.239916470285226,0.233294802230597,0.250915791961411,0.783549745846144,0.0603945700815413,0.0456525718195708,0.797793459475157,0.154680479233153,0.381384362778114,0.0666694370259065
477,5,7,0.730390959240752,0.0754570128269959,0.198893785083294,0.235462231123401,0.606524276224221,0.23201197623774,0.705761939702276,0.874288614598219,0.628716055109655,0.00204488896520343
132,9,7,0.0951148139753845,0.387986910536978,0.199553008110006,0.529275091510359,0.672562913148059,0.530715666194866,0.223818271102291,0.136731477480801,0.966779728932562,0.958328102344903
78,5,6,0.205227540220553,0.93583876184281,0.554459473005333,0.342634693892742,0.091871298493701,0.091488220527282,0.425509458873817,0.346971479663858,0.578676001328626,0.866332701510889
492,5,10,0.0898159935811535,0.924587449688138,0.0803742229489377,0.59832785193983,0.0487957986175548,0.00563308763868969,0.0777447108435212,0.365875796800014,0.71536857915367,0.572758996126964
760,2,10,0.849025881409342,0.51663209656605,0.958525304039335,0.645291000503418,0.608271111792745,0.0778286028433287,0.881337336575077,0.116092261662497,0.954142062217766,0.183035308884061
954,3,8,0.558386918193707,0.442898538586264,0.737713232247462,0.730580203244928,0.709453693486191,0.582012596590326,0.597235132062412,0.871027371793147,0.303188371929433,0.320991083657322
298,2,6,0.934893724166253,0.341520723326481,0.37785769262379,0.672087740251515,0.0499380035164766,0.0307543919207499,0.083299916075822,0.636209392420761,0.979554937993921,0.800234364481224
422,7,8,0.298861435527308,0.214053573984257,0.923540171646723,0.185385443882877,0.574482142621023,0.572521429814996,0.507334038438578,0.501483341522655,0.0773717666948913,0.830251549456292
769,5,4,0.186554820414167,0.607815687283594,0.308782033718377,0.637835408644192,0.373402309484431,0.170218989731863,0.686267535064183,0.981633946535131,0.934954331865348,0.594018349257135
414,3,6,0.773437050445913,0.99293315441939,0.726482879085909,0.185257597973128,0.0254599282216048,0.0175240926921489,0.880539548630826,0.519196251283283,0.526894239119813,0.644592441267939
742,6,2,0.928831150440988,0.775484724646877,0.940862765282812,0.94737290678164,0.65536159156987,0.523042315848234,0.49027896454786,0.420656896449579,0.111136550687836,0.0742081519282423
738,1,4,0.463159895711974,0.219590311702061,0.643408101121546,0.8805243594639,0.650186997024482,0.453661632032375,0.28777980564516,0.480569645764842,0.80674162401408,0.866729651092947
226,3,7,0.0222290210809326,0.784219433378172,0.456760534709226,0.490059914526343,0.392239408520493,0.262628696499524,0.643461576552875,0.551120126890973,0.0529494403723162,0.829561663603084
865,9,10,0.787994969381811,0.168102465928067,0.935177068640129,0.989783771705721,0.776181213279185,0.297058486495385,0.888182988362503,0.136910721415142,0.281059062048886,0.872795923943166
895,7,1,0.915932403486269,0.536848471878865,0.489665155172767,0.692282528780238,0.593197093581711,0.0536901855591982,0.569228123697336,0.506849243106204,0.820343140906538,0.416635223044991
249,8,7,0.286274266392412,0.45072861460119,0.633887501647323,0.542097133074957,0.628530219581979,0.188021135834919,0.044513540432672,0.242710254510003,0.549829009690485,0.997282693832903
75,8,8,0.723898037247383,0.185037509863614,0.573939209197974,0.785478111874708,0.500628626713157,0.45029640652645,0.842844148098305,0.767379271942098,0.613195273024053,0.0623345131010283
73,4,4,0.169720684223971,0.77490655018657,0.950096063969424,0.425242049715435,0.118570447120699,0.0771678481111551,0.0159243380577769,0.817747725181817,0.854098383617448,0.39004894244913
397,4,8,0.589054793541506,0.909407067639846,0.60021314254615,0.381786734123528,0.669920858769375,0.262632567364863,0.938846039125184,0.65759866761188,0.991954007883533,0.136292296969565
721,3,4,0.646538435741048,0.241831551997294,0.230365085826791,0.18850921278582,0.804243654752546,0.683418463188424,0.895100589038059,0.967208056385932,0.95377405874352,0.644432474253862
470,1,3,0.540373981497716,0.108686094358214,0.696204845480737,0.304296648506145,0.796414247214212,0.237463215627797,0.920981272811396,0.130001362999598,0.816075815348979,0.695109423641302
483,9,4,0.037685519407317,0.598072385410289,0.676950492862286,0.615205241795536,0.407752940855687,0.220585707624805,0.0523696277717128,0.879006202288903,0.388271435554372,0.204802338705515
706,4,8,0.912607647769293,0.667689536115364,0.645032011180581,0.317969435974187,0.609529954540217,0.180257919999122,0.885686153321643,0.377517134601832,0.763361970544257,0.700855703627854
180,7,1,0.152213387298002,0.443236410032492,0.25182803849373,0.466131528894743,0.488582585900393,0.201211288235827,0.384486098157428,0.499617724985164,0.891383057875023,0.0701839918722166
825,10,6,0.463505342122703,0.706781523476052,0.654746799242287,0.363318109078566,0.218578231802979,0.152988817926892,0.470004059202853,0.819967327826121,0.360282629396697,0.796743522355193
89,7,6,0.43452583290271,0.477295237317472,0.171848010355653,0.695024571490637,0.614631958894152,0.479657145388302,0.515647079275688,0.431770296713547,0.519351254867902,0.794250470039621
904,4,4,0.502034289647662,0.93986443028145,0.186502028494491,0.975342035463476,0.417955433357414,0.165737618098413,0.908280310436967,0.664127765077562,0.736565281142783,0.133192816214752
307,9,4,0.568374920035363,0.0198818725820864,0.451714614254725,0.537339691379946,0.253959821965359,0.214511203653676,0.570179775178712,0.988667208263488,0.057961848540185,0.212487705129269
230,7,3,0.488205583577859,0.934607341379183,0.0948826278313762,0.570167615026748,0.926645746165374,0.368428280885922,0.921383788724942,0.914507156324736,0.182589360419265,0.872914122646931
251,1,3,0.21287222274784,0.0158356598192593,0.958058991764951,0.360132433831086,0.571661515060579,0.466447155060394,0.902426661133463,0.101280654653953,0.655917168488586,0.151742680626665
875,4,9,0.890663166042091,0.0804297504648101,0.379449357161112,0.203962859284994,0.897899726480595,0.294647586798647,0.150304471588344,0.304562207873119,0.926222866807855,0.597561439768341
868,5,6,0.117550681278203,0.545824892663024,0.81386689136182,0.254025408380991,0.856690012513893,0.283825846111819,0.0983429723821115,0.709708518828009,0.404565153207025,0.0587873412362067
144,3,2,0.130107785241283,0.628735952960816,0.383190029932372,0.521285520179733,0.0923784366237931,0.0840050495633806,0.519463715340174,0.343908726577787,0.905096925827279,0.555060729831131
790,8,8,0.387957697194908,0.200995003343979,0.715402345129382,0.694617771193339,0.117738134800852,0.055635545027941,0.35444073324257,0.249531017301744,0.615617077295203,0.49861049712426
692,4,5,0.659154382629623,0.670642472132994,0.318489104527631,0.761689562925114,0.0931413595461752,0.0225209663338864,0.201453467747942,0.265905214413372,0.559380445052194,0.521464058982488
641,7,6,0.732679413117445,0.913801563006081,0.085826881373697,0.196409854560974,0.864948906376958,0.620261318314464,0.75373613455242,0.328189254560648,0.570925249505159,0.158323113406869
654,8,1,0.522971059118258,0.324609485334763,0.615239774150169,0.230446252440754,0.418019756117882,0.360344212313678,0.344492303090729,0.67865318272484,0.849452937999554,0.905350952445809
232,2,7,0.286602319019334,0.606624526813114,0.763938358123368,0.848277429137891,0.881205528775137,0.0450929055999848,0.53103013855638,0.0145335503899725,0.203551333530527,0.497767892328138
820,9,5,0.858421083488106,0.0956166493501049,0.213945318514435,0.737332210562355,0.150924219401763,0.0691544242359104,0.689340589800337,0.95631278379506,0.29896888451674,0.843010378626618
381,2,2,0.117263991322112,0.469131107869139,0.802827489210293,0.758961550356238,0.764819932375173,0.636053737344963,0.569112625980237,0.0771282989733387,0.86747534972718,0.866659236165555
712,10,9,0.218496646699728,0.850931147793191,0.65201000010951,0.565178005126887,0.957568895823555,0.531860923912632,0.205344603650947,0.345033673159499,0.252904928772734,0.0472206763804425
389,1,8,0.32786814354863,0.787317783318297,0.835456534734461,0.922627933106059,0.555565972170467,0.00975221894413629,0.148488140375051,0.983488248277688,0.643103927438892,0.0650297045776853
365,4,7,0.165066729823756,0.0491724421727937,0.760345687486557,0.584398214475601,0.948618092465866,0.690963658969547,0.229248238978884,0.580848865290289,0.0240795358288567,0.0897101298032096
488,10,6,0.0661885381516535,0.875472778835706,0.523885218800069,0.539733052196493,0.530180730720726,0.37042506273907,0.823275982145406,0.948015432035713,0.264003696323629,0.591341809282592
829,4,3,0.242473508460494,0.838728148087673,0.616526867175614,0.233145676688617,0.324167839290854,0.184392109958648,0.470423472926766,0.693122748589562,0.559911288019712,0.0792702136880253
812,5,9,0.262156495443871,0.540364214031002,0.836475694641145,0.285752625349374,0.185162284937548,0.0645388777807661,0.426850147408689,0.940575729162409,0.748079898593295,0.262712798774289
311,7,5,0.622096093985555,0.986481020102021,0.505052913074615,0.941049220336252,0.0704959349503508,0.00713927038671419,0.498402351667453,0.0971032008678885,0.890594844258227,0.281935848434479
771,5,8,0.321953604844306,0.780937019919395,0.0161386013784679,0.215695917580649,0.511493425306561,0.0560270908073935,0.866921529174503,0.261731509829499,0.362152447383828,0.983159166031424
576,8,2,0.984673947456898,0.844666302946047,0.898213211146649,0.193987556118239,0.205863757767761,0.175234996977557,0.571979899158259,0.341821630049963,0.269935067443224,0.152868833382591
823,3,8,0.400930682895705,0.654117845646455,0.696921582157048,0.977283579086908,0.26883073902519,0.152462321383603,0.451787795328326,0.585425398759195,0.279999799093674,0.490278848265414
690,9,5,0.651938301582332,0.544144988081721,0.622866765139601,0.98608114514465,0.21130347644724,0.142013607281609,0.202405436728918,0.434011629881454,0.961951622300502,0.380134320472227
613,8,7,0.084510043707327,0.174667172395205,0.724768305037054,0.119314409796591,0.44315174376287,0.174071307753114,0.991839050463634,0.918659471043618,0.696790016706102,0.668766861090623
315,9,7,0.433635261451942,0.224075126136467,0.872092970229662,0.789455998221785,0.766260782736633,0.762295733756588,0.899539349323465,0.781706489364291,0.174888361023413,0.964792624620697
113,2,6,0.106147671824903,0.42712230459915,0.7138226968128,0.385032149605453,0.767035443506739,0.0705007820573502,0.29456384909621,0.159848105364689,0.351484302546387,0.725099035105016
981,2,7,0.884508859956334,0.926149582003872,0.242640959471976,0.483862996465038,0.351412879835395,0.184942541510946,0.342101190671488,0.304886789108673,0.845697026285785,0.901055597700179
543,9,7,0.395102008123649,0.944521364880167,0.128772359231417,0.931694948148471,0.488911495726858,0.359824300688551,0.921970873953099,0.43945820197307,0.689039054662525,0.67546444275924
844,2,7,0.0445196367092431,0.268425895559741,0.271217097732564,0.822140193526563,0.0666866048813565,0.037834831161948,0.203056432964723,0.4794699911064,0.556870469187968,0.601904385356954
607,9,9,0.777575975490967,0.676210106147057,0.149731125756726,0.553724038710585,0.319744274324947,0.120718805623653,0.208837509307754,0.435121504943608,0.638178737381077,0.822259452479985
31,5,3,0.63786975881923,0.00998689486363437,0.380702753703133,0.494611587369791,0.84509858283652,0.22290465064534,0.61481731928126,0.158697580641415,0.851311990543315,0.149302198754204
97,2,9,0.477499000311107,0.312927242780058,0.399197628646391,0.978833047873154,0.949174945041002,0.898257181376966,0.736481157395919,0.246304991056444,0.224166939615761,0.445422715016222
469,9,3,0.709399835455278,0.0688672658072086,0.0857188629951794,0.602004382155556,0.869736305269529,0.286661961501768,0.834104686028766,0.684576939992909,0.933169479243993,0.234583358530817
324,5,3,0.0344510037031723,0.852907098105946,0.741160415303963,0.788693979612528,0.957122902694182,0.286665226930589,0.920100722125662,0.160711789356638,0.664955349911051,0.799272013403336
